Date,Region,Product_Category,Product_Name,Service_Type,Units_Sold,Product_Revenue_USD,Service_Revenue_USD,Total_Revenue_USD
4/3/2023,North America,Pen Tablet,Wacom Intuos S,Extended Warranty,173,163526.31,26137.38,189663.69
4/4/2023,North America,Accessories,Wacom Stand,Cloud Services,173,171241.28,7652.38,178893.66
4/5/2023,Japan,Pen Tablet,Wacom Intuos S,Training,176,23537.27,3216.54,26753.81
4/6/2023,North America,Accessories,ExpressKey Remote,Training,214,191584.2,23243.38,214827.58
4/7/2023,Japan,Pen Tablet,One by Wacom,Cloud Services,222,189941.11,13112.05,203053.16
4/8/2023,APAC,Mobile Studio,MobileStudio Pro 16,Training,147,111975.62,14492.53,126468.15
4/9/2023,APAC,Pen Tablet,One by Wacom,Support Plan,173,173476.92,18099.99,191576.91
4/10/2023,Europe,Accessories,Wacom Stand,Extended Warranty,75,44062.75,6630.01,50692.76
4/11/2023,Europe,Pen Tablet,Wacom Intuos S,Extended Warranty,214,257839.61,42758.67,300598.28
4/12/2023,APAC,Pen Tablet,Wacom Intuos M,Support Plan,147,134214.35,22632.8,156847.15
4/13/2023,APAC,Accessories,Wacom Stand,Support Plan,182,36351.03,3964.24,40315.27
4/14/2023,Japan,Pen Tablet,One by Wacom,Extended Warranty,202,306579.89,24272.36,330852.25
4/15/2023,Latin America,Accessories,ExpressKey Remote,Support Plan,186,70867.59,3850.29,74717.88
4/16/2023,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,83,94355.67,13631.13,107986.8
4/17/2023,Europe,Accessories,Wacom Stand,Support Plan,202,172093.29,11762.22,183855.51
4/18/2023,Europe,Accessories,Wacom Stand,Training,225,61918.67,7396.62,69315.29
4/19/2023,North America,Pen Tablet,One by Wacom,Extended Warranty,209,367534.59,49923.61,417458.2
4/20/2023,Europe,Display Tablet,Wacom One Display,Support Plan,220,75424.54,5323.28,80747.82
4/21/2023,APAC,Mobile Studio,MobileStudio Pro 16,Extended Warranty,149,154580.67,11718.65,166299.32
4/22/2023,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,235,331245.4,16364.45,347609.85
4/23/2023,Japan,Mobile Studio,MobileStudio Pro 13,Training,318,383866.63,57434.81,441301.44
4/24/2023,North America,Accessories,Wacom Stand,Training,183,240639.52,18497.46,259136.98
4/25/2023,Europe,Display Tablet,Cintiq Pro 24,Support Plan,238,346609.85,30375.55,376985.4
4/26/2023,North America,Display Tablet,Wacom One Display,Support Plan,194,297873.85,14861.25,312735.1
4/27/2023,Japan,Accessories,Pro Pen 2,Training,126,70547,12295.2,82842.2
4/28/2023,Japan,Mobile Studio,MobileStudio Pro 16,Training,134,168798.7,18847.24,187645.94
4/29/2023,Japan,Display Tablet,Cintiq 16,Cloud Services,204,281913.82,50675.65,332589.47
4/30/2023,North America,Display Tablet,Cintiq 16,Cloud Services,137,60822.03,2791.08,63613.11
5/1/2023,Latin America,Mobile Studio,MobileStudio Pro 13,Cloud Services,148,190034.58,7796.88,197831.46
5/2/2023,North America,Accessories,ExpressKey Remote,Extended Warranty,178,288745.17,17867.08,306612.25
5/3/2023,Latin America,Accessories,Wacom Stand,Support Plan,264,295724.3,15320.97,311045.27
5/4/2023,North America,Display Tablet,Wacom One Display,Support Plan,231,340142.01,32794.72,372936.73
5/5/2023,North America,Pen Tablet,Wacom Intuos S,Extended Warranty,192,242585.51,25726.19,268311.7
5/6/2023,North America,Display Tablet,Cintiq Pro 24,Cloud Services,235,23737.49,1366.98,25104.47
5/7/2023,North America,Display Tablet,Cintiq 16,Training,166,192428.41,21715.49,214143.9
5/8/2023,Europe,Accessories,Wacom Stand,Training,175,200522.89,34262.54,234785.43
5/9/2023,North America,Accessories,Wacom Stand,Cloud Services,164,245621.32,28766.29,274387.61
5/10/2023,APAC,Pen Tablet,Wacom Intuos S,Support Plan,152,156204.14,7534.06,163738.2
5/11/2023,Europe,Pen Tablet,Wacom Intuos M,Cloud Services,216,55089.02,9451.12,64540.14
5/12/2023,Latin America,Display Tablet,Wacom One Display,Training,229,46014.15,1958.01,47972.16
5/13/2023,APAC,Accessories,Pro Pen 2,Extended Warranty,205,61330.64,3523.17,64853.81
5/14/2023,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,138,236445.46,34815.34,271260.8
5/15/2023,APAC,Display Tablet,Cintiq Pro 24,Extended Warranty,200,78918.7,3911.9,82830.6
5/16/2023,Japan,Mobile Studio,MobileStudio Pro 16,Support Plan,199,252625.15,43781.99,296407.14
5/17/2023,APAC,Mobile Studio,MobileStudio Pro 13,Training,224,111457.89,12913.38,124371.27
5/18/2023,Latin America,Accessories,ExpressKey Remote,Cloud Services,161,144509.34,17691.98,162201.32
5/19/2023,APAC,Display Tablet,Wacom One Display,Training,193,54885.99,6129.99,61015.98
5/20/2023,Latin America,Pen Tablet,One by Wacom,Extended Warranty,195,258293.74,17391.91,275685.65
5/21/2023,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,170,107198.63,7665.85,114864.48
5/22/2023,North America,Pen Tablet,Wacom Intuos S,Cloud Services,211,126934.99,7818.45,134753.44
5/23/2023,North America,Accessories,Wacom Stand,Extended Warranty,152,210931.73,23761.51,234693.24
5/24/2023,North America,Pen Tablet,Wacom Intuos S,Training,145,56577.32,8255.32,64832.64
5/25/2023,Latin America,Display Tablet,Wacom One Display,Cloud Services,153,208715.51,8916.16,217631.67
5/26/2023,APAC,Mobile Studio,MobileStudio Pro 13,Training,151,250820.36,23222.16,274042.52
5/27/2023,APAC,Display Tablet,Cintiq Pro 24,Support Plan,263,44690.29,6433.1,51123.39
5/28/2023,APAC,Pen Tablet,One by Wacom,Training,181,18829.99,759.09,19589.08
5/29/2023,Europe,Mobile Studio,MobileStudio Pro 16,Training,158,179390.29,12912.71,192303
5/30/2023,Europe,Display Tablet,Cintiq 16,Training,120,38104.82,2787.77,40892.59
5/31/2023,Latin America,Display Tablet,Wacom One Display,Training,198,298968.69,27529.19,326497.88
6/1/2023,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,241,117226.97,9553.32,126780.29
6/2/2023,Japan,Display Tablet,Wacom One Display,Support Plan,161,255991.88,42924.28,298916.16
6/3/2023,Latin America,Mobile Studio,MobileStudio Pro 13,Training,176,162218.82,19086.79,181305.61
6/4/2023,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,89,107143.21,14192.54,121335.75
6/5/2023,Europe,Display Tablet,Cintiq 16,Training,183,198479.78,9187.99,207667.77
6/6/2023,APAC,Mobile Studio,MobileStudio Pro 16,Training,165,106051.09,18634.19,124685.28
6/7/2023,Latin America,Mobile Studio,MobileStudio Pro 13,Support Plan,165,200090.1,35789.18,235879.28
6/8/2023,North America,Accessories,Pro Pen 2,Cloud Services,172,205434.71,9382.17,214816.88
6/9/2023,North America,Accessories,ExpressKey Remote,Extended Warranty,134,65536.3,10222.98,75759.28
6/10/2023,Japan,Display Tablet,Cintiq Pro 24,Training,174,250474.88,18487.17,268962.05
6/11/2023,APAC,Display Tablet,Cintiq Pro 24,Training,198,54016.51,4341.53,58358.04
6/12/2023,Latin America,Accessories,ExpressKey Remote,Extended Warranty,204,365841.13,20124.74,385965.87
6/13/2023,North America,Pen Tablet,One by Wacom,Training,136,126415.37,20209.68,146625.05
6/14/2023,Japan,Pen Tablet,Wacom Intuos M,Support Plan,161,184037.01,19223.66,203260.67
6/15/2023,Japan,Pen Tablet,One by Wacom,Training,152,61236.45,8933.36,70169.81
6/16/2023,APAC,Pen Tablet,One by Wacom,Extended Warranty,189,300353.99,17144.83,317498.82
6/17/2023,Europe,Mobile Studio,MobileStudio Pro 13,Training,209,124039.97,18214.8,142254.77
6/18/2023,APAC,Accessories,Pro Pen 2,Support Plan,192,270760.78,43072.27,313833.05
6/19/2023,North America,Display Tablet,Cintiq Pro 24,Extended Warranty,123,153994.77,11212.56,165207.33
6/20/2023,APAC,Accessories,ExpressKey Remote,Cloud Services,124,149399.39,16046.58,165445.97
6/21/2023,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,201,315365.32,18858.97,334224.29
6/22/2023,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,163,290500.66,31689.56,322190.22
6/23/2023,Japan,Pen Tablet,Wacom Intuos S,Training,93,47790.04,6767.03,54557.07
6/24/2023,Europe,Display Tablet,Wacom One Display,Support Plan,196,16229.79,2184.61,18414.4
6/25/2023,North America,Display Tablet,Wacom One Display,Extended Warranty,170,225328.96,9785.51,235114.47
6/26/2023,APAC,Display Tablet,Cintiq Pro 24,Cloud Services,155,85512,13159.76,98671.76
6/27/2023,Japan,Pen Tablet,One by Wacom,Extended Warranty,177,25473.19,2993.78,28466.97
6/28/2023,Japan,Accessories,ExpressKey Remote,Training,179,64427.38,5862.07,70289.45
6/29/2023,Latin America,Display Tablet,Cintiq Pro 24,Support Plan,149,32183.85,3491.69,35675.54
6/30/2023,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,190,292933.77,51959.63,344893.4
7/1/2023,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,178,293683.53,38215.91,331899.44
7/2/2023,Latin America,Pen Tablet,Wacom Intuos M,Support Plan,247,329816.27,22553.18,352369.45
7/3/2023,North America,Display Tablet,Wacom One Display,Cloud Services,143,56159.33,4852.44,61011.77
7/4/2023,Japan,Pen Tablet,Wacom Intuos S,Extended Warranty,160,284309.59,37312.17,321621.76
7/5/2023,APAC,Display Tablet,Cintiq Pro 24,Training,223,101378.73,5565.01,106943.74
7/6/2023,North America,Pen Tablet,Wacom Intuos M,Cloud Services,209,259430.37,27339.44,286769.81
7/7/2023,Japan,Accessories,Pro Pen 2,Training,173,177295.09,18176.92,195472.01
7/8/2023,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,212,249815.89,41455.47,291271.36
7/9/2023,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,211,136977.77,9221.35,146199.12
7/10/2023,Europe,Pen Tablet,One by Wacom,Training,221,141585.28,11040.59,152625.87
7/11/2023,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,237,300130.49,19394.12,319524.61
7/12/2023,Japan,Accessories,Pro Pen 2,Support Plan,179,160183.62,7281.02,167464.64
7/13/2023,Japan,Display Tablet,Wacom One Display,Cloud Services,207,93135.59,7767.54,100903.13
7/14/2023,Europe,Accessories,ExpressKey Remote,Cloud Services,202,60021.32,3446.59,63467.91
7/15/2023,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,185,48963.81,5895.32,54859.13
7/16/2023,Europe,Display Tablet,Wacom One Display,Extended Warranty,194,167267.42,8636.28,175903.7
7/17/2023,North America,Display Tablet,Cintiq 16,Training,211,140397.81,22812.62,163210.43
7/18/2023,APAC,Mobile Studio,MobileStudio Pro 13,Support Plan,150,21008.27,1667.52,22675.79
7/19/2023,APAC,Pen Tablet,Wacom Intuos S,Support Plan,57,17539.05,891.99,18431.04
7/20/2023,APAC,Accessories,Wacom Stand,Cloud Services,197,273302.72,39137.29,312440.01
7/21/2023,Europe,Accessories,Wacom Stand,Training,192,164985.84,26384.62,191370.46
7/22/2023,North America,Accessories,Wacom Stand,Training,82,109098.3,17415.77,126514.07
7/23/2023,Europe,Display Tablet,Cintiq 16,Extended Warranty,185,167056.61,18958.83,186015.44
7/24/2023,Japan,Accessories,Wacom Stand,Cloud Services,240,160507.63,14815.29,175322.92
7/25/2023,Latin America,Display Tablet,Wacom One Display,Training,241,196650.73,12473.56,209124.29
7/26/2023,Japan,Pen Tablet,Wacom Intuos S,Cloud Services,210,237816.34,39516.85,277333.19
7/27/2023,North America,Display Tablet,Cintiq 16,Support Plan,255,279335.93,30985.49,310321.42
7/28/2023,Japan,Display Tablet,Wacom One Display,Training,175,94467.15,11878.52,106345.67
7/29/2023,APAC,Accessories,Pro Pen 2,Training,162,85207.12,10627.44,95834.56
7/30/2023,North America,Accessories,ExpressKey Remote,Training,157,105254.39,7697.74,112952.13
7/31/2023,Europe,Accessories,Wacom Stand,Extended Warranty,203,33535.62,1957.43,35493.05
8/1/2023,Japan,Display Tablet,Cintiq 16,Support Plan,253,359289.92,28753.79,388043.71
8/2/2023,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,138,157521.64,25462.42,182984.06
8/3/2023,Latin America,Accessories,Pro Pen 2,Support Plan,192,135603.15,14584.83,150187.98
8/4/2023,Europe,Accessories,Wacom Stand,Extended Warranty,155,276184.68,13569.01,289753.69
8/5/2023,Europe,Accessories,Wacom Stand,Extended Warranty,178,296508.6,32919.97,329428.57
8/6/2023,APAC,Pen Tablet,Wacom Intuos S,Training,170,180164.22,12613,192777.22
8/7/2023,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,185,16200.37,1660.88,17861.25
8/8/2023,APAC,Accessories,Pro Pen 2,Support Plan,142,31368.11,2465.32,33833.43
8/9/2023,Japan,Accessories,ExpressKey Remote,Training,280,463691.06,56544.06,520235.12
8/10/2023,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,148,202657.22,11988.48,214645.7
8/11/2023,Japan,Pen Tablet,Wacom Intuos M,Training,186,102611.6,17829.13,120440.73
8/12/2023,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,142,128403.05,20283.94,148686.99
8/13/2023,Japan,Mobile Studio,MobileStudio Pro 16,Training,155,24680.9,2585.77,27266.67
8/14/2023,Latin America,Display Tablet,Cintiq Pro 24,Extended Warranty,172,189696.84,19173.52,208870.36
8/15/2023,North America,Display Tablet,Cintiq 16,Extended Warranty,150,142988.88,24549.12,167538
8/16/2023,North America,Mobile Studio,MobileStudio Pro 13,Support Plan,223,209852.77,24275.78,234128.55
8/17/2023,Europe,Accessories,ExpressKey Remote,Extended Warranty,190,232490.52,32214.94,264705.46
8/18/2023,Europe,Accessories,ExpressKey Remote,Training,147,116432.57,17482.85,133915.42
8/19/2023,North America,Accessories,Wacom Stand,Extended Warranty,144,180509.52,25924.86,206434.38
8/20/2023,APAC,Pen Tablet,One by Wacom,Cloud Services,191,18812.81,1076.39,19889.2
8/21/2023,North America,Accessories,Pro Pen 2,Cloud Services,165,91225.61,9128.99,100354.6
8/22/2023,North America,Display Tablet,Cintiq 16,Training,192,231969.52,13715.11,245684.63
8/23/2023,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,90,131904.73,7590.54,139495.27
8/24/2023,North America,Accessories,Pro Pen 2,Cloud Services,212,246769.07,10674.36,257443.43
8/25/2023,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,176,96250.14,14295.72,110545.86
8/26/2023,Latin America,Accessories,ExpressKey Remote,Support Plan,137,67010.28,6831.96,73842.24
8/27/2023,Europe,Accessories,ExpressKey Remote,Training,122,155783.2,18978.44,174761.64
8/28/2023,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,140,175047.8,16498.27,191546.07
8/29/2023,Japan,Accessories,ExpressKey Remote,Support Plan,244,272446.2,23877.75,296323.95
8/30/2023,North America,Mobile Studio,MobileStudio Pro 16,Cloud Services,120,153055.92,14561.26,167617.18
8/31/2023,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,166,139510.19,10828.8,150338.99
9/1/2023,Europe,Mobile Studio,MobileStudio Pro 16,Training,127,120772.35,19858.63,140630.98
9/2/2023,APAC,Mobile Studio,MobileStudio Pro 16,Training,145,56463.68,9202.09,65665.77
9/3/2023,Latin America,Pen Tablet,Wacom Intuos M,Extended Warranty,180,52075.31,7058.73,59134.04
9/4/2023,APAC,Display Tablet,Wacom One Display,Support Plan,209,155980.01,26791.8,182771.81
9/5/2023,North America,Accessories,Pro Pen 2,Cloud Services,213,354237.92,34399.85,388637.77
9/6/2023,APAC,Accessories,ExpressKey Remote,Support Plan,201,320236.32,34077.47,354313.79
9/7/2023,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,259,339980.09,27244.94,367225.03
9/8/2023,Latin America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,164,83896.59,10767.62,94664.21
9/9/2023,APAC,Mobile Studio,MobileStudio Pro 13,Training,255,297449.75,19721.07,317170.82
9/10/2023,Europe,Display Tablet,Cintiq Pro 24,Support Plan,153,271142.2,31021.56,302163.76
9/11/2023,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,161,194427.13,26589.56,221016.69
9/12/2023,Europe,Mobile Studio,MobileStudio Pro 13,Extended Warranty,102,180203.53,12954.87,193158.4
9/13/2023,Japan,Accessories,Pro Pen 2,Cloud Services,99,69374.53,9715.88,79090.41
9/14/2023,APAC,Pen Tablet,One by Wacom,Support Plan,139,69383.02,5064.41,74447.43
9/15/2023,North America,Display Tablet,Wacom One Display,Training,216,28855.01,3663.8,32518.81
9/16/2023,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,171,270389.56,32853.25,303242.81
9/17/2023,North America,Display Tablet,Cintiq 16,Training,121,178648.78,30005.97,208654.75
9/18/2023,APAC,Pen Tablet,Wacom Intuos M,Support Plan,203,72323.05,6003.4,78326.45
9/19/2023,APAC,Pen Tablet,One by Wacom,Extended Warranty,144,239236.23,13022.57,252258.8
9/20/2023,Europe,Display Tablet,Wacom One Display,Cloud Services,187,129257.95,15946.55,145204.5
9/21/2023,Latin America,Display Tablet,Wacom One Display,Support Plan,217,149183.83,18816.89,168000.72
9/22/2023,Japan,Display Tablet,Wacom One Display,Extended Warranty,190,69656.69,3213.97,72870.66
9/23/2023,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,189,243287.71,23452.33,266740.04
9/24/2023,APAC,Pen Tablet,One by Wacom,Extended Warranty,121,160822.72,10867.64,171690.36
9/25/2023,Latin America,Pen Tablet,One by Wacom,Extended Warranty,204,227146.03,22996.77,250142.8
9/26/2023,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,182,211623.87,27278.55,238902.42
9/27/2023,APAC,Display Tablet,Cintiq 16,Training,211,231729.69,10097.5,241827.19
9/28/2023,Latin America,Pen Tablet,One by Wacom,Cloud Services,200,196529.53,24782.04,221311.57
9/29/2023,Europe,Pen Tablet,One by Wacom,Cloud Services,110,176150.24,25862.14,202012.38
9/30/2023,Europe,Pen Tablet,One by Wacom,Support Plan,213,162833.17,12116.39,174949.56
10/1/2023,Japan,Pen Tablet,Wacom Intuos M,Support Plan,227,80285.93,14229.42,94515.35
10/2/2023,Latin America,Accessories,Pro Pen 2,Training,143,41025.47,6332.48,47357.95
10/3/2023,North America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,190,212142.97,10133.65,222276.62
10/4/2023,APAC,Mobile Studio,MobileStudio Pro 13,Support Plan,159,52351.12,8850.95,61202.07
10/5/2023,Latin America,Display Tablet,Cintiq 16,Extended Warranty,235,130458.69,14408.48,144867.17
10/6/2023,Japan,Display Tablet,Wacom One Display,Training,146,138679.84,24657.82,163337.66
10/7/2023,Europe,Mobile Studio,MobileStudio Pro 13,Training,183,124805.76,17525.66,142331.42
10/8/2023,Japan,Accessories,Pro Pen 2,Extended Warranty,205,34586.95,5901.59,40488.54
10/9/2023,Japan,Pen Tablet,Wacom Intuos S,Cloud Services,163,275838.34,22250.73,298089.07
10/10/2023,North America,Accessories,ExpressKey Remote,Cloud Services,123,86923.38,15583.21,102506.59
10/11/2023,North America,Pen Tablet,Wacom Intuos S,Extended Warranty,185,278245.46,44701.67,322947.13
10/12/2023,Latin America,Pen Tablet,Wacom Intuos S,Training,187,212576.66,33069.62,245646.28
10/13/2023,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,195,186650.29,29329.36,215979.65
10/14/2023,Japan,Display Tablet,Wacom One Display,Extended Warranty,177,299130.31,16852.56,315982.87
10/15/2023,North America,Pen Tablet,Wacom Intuos M,Extended Warranty,166,28633.76,3174.36,31808.12
10/16/2023,Japan,Mobile Studio,MobileStudio Pro 16,Training,168,173609.99,20374.3,193984.29
10/17/2023,APAC,Mobile Studio,MobileStudio Pro 13,Training,113,187208.86,33083.77,220292.63
10/18/2023,Latin America,Pen Tablet,One by Wacom,Support Plan,129,116323.67,18894.54,135218.21
10/19/2023,Japan,Accessories,ExpressKey Remote,Support Plan,163,76791.33,12132.11,88923.44
10/20/2023,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,148,248434.53,21456.04,269890.57
10/21/2023,North America,Display Tablet,Cintiq Pro 24,Cloud Services,75,121363.32,9557.66,130920.98
10/22/2023,North America,Pen Tablet,Wacom Intuos S,Support Plan,226,102561.22,5003.64,107564.86
10/23/2023,Japan,Display Tablet,Wacom One Display,Training,121,104422.54,8588.51,113011.05
10/24/2023,Japan,Accessories,Wacom Stand,Cloud Services,180,142917.26,18699.09,161616.35
10/25/2023,Japan,Display Tablet,Cintiq Pro 24,Training,234,68687.9,5938.33,74626.23
10/26/2023,Latin America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,220,35330.7,2275.82,37606.52
10/27/2023,Europe,Accessories,Pro Pen 2,Support Plan,181,171450.75,19539.22,190989.97
10/28/2023,Japan,Display Tablet,Cintiq 16,Training,181,224275.79,10675.7,234951.49
10/29/2023,Europe,Pen Tablet,Wacom Intuos M,Support Plan,168,272035.47,32684.66,304720.13
10/30/2023,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,228,282919.41,46186.5,329105.91
10/31/2023,APAC,Pen Tablet,Wacom Intuos M,Training,229,315033.59,36544.65,351578.24
11/1/2023,APAC,Accessories,Pro Pen 2,Support Plan,152,132207.24,8437.12,140644.36
11/2/2023,Latin America,Mobile Studio,MobileStudio Pro 13,Support Plan,208,42742.65,2147.62,44890.27
11/3/2023,Latin America,Accessories,ExpressKey Remote,Support Plan,261,429839.76,41550.05,471389.81
11/4/2023,Europe,Mobile Studio,MobileStudio Pro 13,Training,200,116739.31,6674.49,123413.8
11/5/2023,Europe,Display Tablet,Wacom One Display,Extended Warranty,139,35728.82,3832.7,39561.52
11/6/2023,Latin America,Accessories,ExpressKey Remote,Support Plan,181,74556.8,5444.5,80001.3
11/7/2023,North America,Accessories,Wacom Stand,Cloud Services,204,158435.78,22140.99,180576.77
11/8/2023,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,245,204009.65,24292.65,228302.3
11/9/2023,Latin America,Display Tablet,Wacom One Display,Training,206,109063.18,11397.82,120461
11/10/2023,North America,Accessories,ExpressKey Remote,Extended Warranty,159,40871.77,6337.65,47209.42
11/11/2023,APAC,Pen Tablet,Wacom Intuos S,Support Plan,183,267717.67,38883.77,306601.44
11/12/2023,Latin America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,158,128582.33,8635.59,137217.92
11/13/2023,Europe,Accessories,ExpressKey Remote,Extended Warranty,198,317461.36,29074.87,346536.23
11/14/2023,APAC,Display Tablet,Wacom One Display,Training,112,185602.52,20166.79,205769.31
11/15/2023,APAC,Display Tablet,Cintiq Pro 24,Cloud Services,127,197955.07,18501.39,216456.46
11/16/2023,Latin America,Accessories,Wacom Stand,Extended Warranty,206,79473.17,11316.59,90789.76
11/17/2023,Europe,Accessories,Wacom Stand,Training,95,69426.64,4718.32,74144.96
11/18/2023,North America,Accessories,Pro Pen 2,Cloud Services,143,86982.01,10888.67,97870.68
11/19/2023,APAC,Mobile Studio,MobileStudio Pro 13,Training,269,330667.27,48520.88,379188.15
11/20/2023,Europe,Accessories,ExpressKey Remote,Cloud Services,262,139158.89,7369.61,146528.5
11/21/2023,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,153,100515.95,4193.12,104709.07
11/22/2023,North America,Display Tablet,Cintiq 16,Cloud Services,195,77291.62,6140.62,83432.24
11/23/2023,Latin America,Display Tablet,Cintiq 16,Training,210,247320.27,21839.35,269159.62
11/24/2023,Japan,Pen Tablet,Wacom Intuos S,Support Plan,193,150509.86,12934.83,163444.69
11/25/2023,APAC,Display Tablet,Wacom One Display,Extended Warranty,133,20054.21,1210.03,21264.24
11/26/2023,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,142,118280.55,10424.41,128704.96
11/27/2023,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,139,49570.37,4465.96,54036.33
11/28/2023,Europe,Display Tablet,Cintiq Pro 24,Extended Warranty,158,238045.51,18757.57,256803.08
11/29/2023,APAC,Accessories,ExpressKey Remote,Support Plan,227,245563.87,20071.68,265635.55
11/30/2023,APAC,Display Tablet,Wacom One Display,Extended Warranty,234,286843.58,19657.2,306500.78
12/1/2023,Japan,Display Tablet,Cintiq Pro 24,Cloud Services,168,201536.76,33578.06,235114.82
12/2/2023,APAC,Display Tablet,Cintiq Pro 24,Extended Warranty,158,111488.35,17244.02,128732.37
12/3/2023,North America,Display Tablet,Cintiq 16,Support Plan,193,314265.71,51486.07,365751.78
12/4/2023,Europe,Display Tablet,Cintiq Pro 24,Training,211,317459.43,26729.31,344188.74
12/5/2023,Japan,Mobile Studio,MobileStudio Pro 13,Cloud Services,170,188261.02,24667.79,212928.81
12/6/2023,Europe,Mobile Studio,MobileStudio Pro 16,Training,237,107173.12,16726.01,123899.13
12/7/2023,Latin America,Pen Tablet,One by Wacom,Extended Warranty,199,80592.35,5908.88,86501.23
12/8/2023,APAC,Pen Tablet,Wacom Intuos M,Support Plan,216,186518.84,31750.26,218269.1
12/9/2023,Japan,Pen Tablet,Wacom Intuos S,Training,119,104432.43,10518.74,114951.17
12/10/2023,Europe,Mobile Studio,MobileStudio Pro 13,Training,224,282929.86,12934.7,295864.56
12/11/2023,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,184,61096.65,7171.84,68268.49
12/12/2023,Japan,Display Tablet,Cintiq Pro 24,Training,195,91569.97,14150.84,105720.81
12/13/2023,North America,Accessories,Pro Pen 2,Cloud Services,142,57456.04,8148.6,65604.64
12/14/2023,Europe,Display Tablet,Cintiq 16,Support Plan,144,48115.57,4305.24,52420.81
12/15/2023,Latin America,Accessories,ExpressKey Remote,Training,150,13571.29,2314.53,15885.82
12/16/2023,Latin America,Pen Tablet,Wacom Intuos S,Cloud Services,147,246354.62,30582.48,276937.1
12/17/2023,North America,Pen Tablet,Wacom Intuos S,Training,185,150649.72,21457.67,172107.39
12/18/2023,Japan,Display Tablet,Wacom One Display,Cloud Services,138,235095.4,14523.35,249618.75
12/19/2023,Europe,Pen Tablet,One by Wacom,Cloud Services,210,283639.9,49487.86,333127.76
12/20/2023,Europe,Display Tablet,Wacom One Display,Cloud Services,118,118510.43,12133.57,130644
12/21/2023,North America,Pen Tablet,One by Wacom,Extended Warranty,260,98859.83,16848.86,115708.69
12/22/2023,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,195,79970.88,3910.15,83881.03
12/23/2023,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,211,285420.32,13622.63,299042.95
12/24/2023,North America,Display Tablet,Cintiq Pro 24,Cloud Services,188,182663.57,9777.54,192441.11
12/25/2023,APAC,Display Tablet,Cintiq 16,Support Plan,132,57723.19,7827.57,65550.76
12/26/2023,Latin America,Pen Tablet,One by Wacom,Support Plan,191,203553.54,36607.24,240160.78
12/27/2023,North America,Accessories,Pro Pen 2,Support Plan,214,151894.84,24870.84,176765.68
12/28/2023,APAC,Display Tablet,Cintiq Pro 24,Cloud Services,159,125422.43,18114,143536.43
12/29/2023,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,259,164796.81,26443.32,191240.13
12/30/2023,Latin America,Display Tablet,Wacom One Display,Cloud Services,210,25298.35,1914.73,27213.08
12/31/2023,APAC,Accessories,Pro Pen 2,Extended Warranty,215,248712.87,40412.33,289125.2
1/1/2024,North America,Mobile Studio,MobileStudio Pro 13,Support Plan,169,241984.84,29717.74,271702.58
1/2/2024,APAC,Display Tablet,Wacom One Display,Extended Warranty,195,125313.45,6945.18,132258.63
1/3/2024,APAC,Pen Tablet,Wacom Intuos M,Support Plan,142,46917.12,5621.94,52539.06
