Date,Region,Product_Category,Product_Name,Service_Type,Units_Sold,Product_Revenue_USD,Service_Revenue_USD,Total_Revenue_USD,Revenue_Outlier_Flag,Year,Month,Day_Of_Week,Revenue_per_Unit,Next_Month_Revenue
2024-11-21,Europe,Pen Tablet,Wacom Intuos S,Cloud Services,237,263907.3,31190.51,295097.81,0,2024,11,3,1245.14,6470418.17
2024-11-22,North America,Pen Tablet,Wacom Intuos M,Cloud Services,202,297140.94,42847.22,339988.16,0,2024,11,4,1683.11,6470418.17
2024-11-23,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,157,57240.72,6988.48,64229.2,0,2024,11,5,409.1,6470418.17
2024-11-24,North America,Display Tablet,Cintiq 16,Extended Warranty,135,227144.1,22359.66,249503.76,0,2024,11,6,1848.18,6470418.17
2024-11-25,APAC,Display Tablet,Cintiq Pro 24,Support Plan,193,22678.31,2506.52,25184.83,0,2024,11,0,130.49,6470418.17
2024-11-26,North America,Display Tablet,Cintiq 16,Extended Warranty,167,116305.88,4745.55,121051.43,0,2024,11,1,724.86,6470418.17
2024-11-27,Latin America,Display Tablet,Wacom One Display,Cloud Services,144,92039.07,7017.0,99056.07,0,2024,11,2,687.89,6470418.17
2024-11-28,Europe,Accessories,ExpressKey Remote,Extended Warranty,115,22510.72,2169.84,24680.56,0,2024,11,3,214.61,6470418.17
2024-11-29,APAC,Accessories,Pro Pen 2,Training,155,188046.76,21386.24,209433.0,0,2024,11,4,1351.18,6470418.17
2024-11-30,APAC,Display Tablet,Wacom One Display,Extended Warranty,239,346329.34,60205.13,406534.47,0,2024,11,5,1700.98,6470418.17
2024-12-01,Japan,Mobile Studio,MobileStudio Pro 13,Cloud Services,228,289831.8,26781.07,316612.87,0,2024,12,6,1388.65,6022165.87
2024-12-02,Latin America,Display Tablet,Cintiq 16,Support Plan,239,268442.42,25857.99,294300.41,0,2024,12,0,1231.38,6022165.87
2024-12-03,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,172,198174.8,22194.91,220369.71,0,2024,12,1,1281.22,6022165.87
2024-12-04,Latin America,Accessories,Wacom Stand,Extended Warranty,131,194175.67,9622.73,203798.4,0,2024,12,2,1555.71,6022165.87
2024-12-05,Latin America,Accessories,Wacom Stand,Extended Warranty,185,77055.71,5389.23,82444.94,0,2024,12,3,445.65,6022165.87
2024-12-06,North America,Display Tablet,Wacom One Display,Extended Warranty,185,224584.76,12287.25,236872.01,0,2024,12,4,1280.39,6022165.87
2024-12-07,Europe,Mobile Studio,MobileStudio Pro 13,Training,200,356099.75,29349.56,385449.31,0,2024,12,5,1927.25,6022165.87
2024-12-08,APAC,Pen Tablet,One by Wacom,Support Plan,107,120060.43,17945.71,138006.14,0,2024,12,6,1289.78,6022165.87
2024-12-09,Japan,Accessories,ExpressKey Remote,Extended Warranty,222,340985.78,40804.35,381790.13,0,2024,12,0,1719.78,6022165.87
2024-12-10,Japan,Pen Tablet,One by Wacom,Extended Warranty,197,173469.91,30913.66,204383.57,0,2024,12,1,1037.48,6022165.87
2024-12-11,North America,Pen Tablet,Wacom Intuos M,Support Plan,188,209363.59,24050.35,233413.94,0,2024,12,2,1241.56,6022165.87
2024-12-12,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,88,88427.18,4141.96,92569.14,0,2024,12,3,1051.92,6022165.87
2024-12-13,Europe,Display Tablet,Cintiq 16,Cloud Services,229,38389.75,6286.66,44676.41,0,2024,12,4,195.09,6022165.87
2024-12-14,Latin America,Display Tablet,Cintiq Pro 24,Extended Warranty,176,184338.69,8782.35,193121.04,0,2024,12,5,1097.28,6022165.87
2024-12-15,Europe,Accessories,Pro Pen 2,Extended Warranty,138,95966.37,15393.33,111359.7,0,2024,12,6,806.95,6022165.87
2024-12-16,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,229,297920.56,43483.9,341404.46,0,2024,12,0,1490.85,6022165.87
2024-12-17,Europe,Pen Tablet,Wacom Intuos S,Extended Warranty,229,309702.56,43547.95,353250.51,0,2024,12,1,1542.58,6022165.87
2024-12-18,APAC,Pen Tablet,One by Wacom,Support Plan,174,292992.64,49192.28,342184.92,0,2024,12,2,1966.58,6022165.87
2024-12-19,Latin America,Display Tablet,Cintiq Pro 24,Support Plan,140,56285.13,5154.24,61439.37,0,2024,12,3,438.85,6022165.87
2024-12-20,North America,Pen Tablet,One by Wacom,Cloud Services,175,208499.93,37059.87,245559.8,0,2024,12,4,1403.2,6022165.87
2024-12-21,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,204,241963.8,25136.06,267099.86,0,2024,12,5,1309.31,6022165.87
2024-12-22,North America,Accessories,ExpressKey Remote,Cloud Services,200,198774.59,20541.89,219316.48,0,2024,12,6,1096.58,6022165.87
2024-12-23,Latin America,Pen Tablet,One by Wacom,Cloud Services,180,136558.88,12857.73,149416.61,0,2024,12,0,830.09,6022165.87
2024-12-24,North America,Mobile Studio,MobileStudio Pro 13,Training,280,172364.13,11057.45,183421.58,0,2024,12,1,655.08,6022165.87
2024-12-25,North America,Accessories,Wacom Stand,Cloud Services,124,79666.76,3716.25,83383.01,0,2024,12,2,672.44,6022165.87
2024-12-26,Japan,Mobile Studio,MobileStudio Pro 13,Training,162,216564.63,19252.1,235816.73,0,2024,12,3,1455.66,6022165.87
2024-12-27,Europe,Pen Tablet,Wacom Intuos M,Training,162,131759.07,9172.55,140931.62,0,2024,12,4,869.95,6022165.87
2024-12-28,Japan,Pen Tablet,Wacom Intuos M,Training,214,160320.49,26652.06,186972.55,0,2024,12,5,873.7,6022165.87
2024-12-29,Latin America,Pen Tablet,Wacom Intuos S,Training,176,287108.21,33463.71,320571.92,0,2024,12,6,1821.43,6022165.87
2024-12-30,APAC,Display Tablet,Wacom One Display,Cloud Services,210,130244.58,14998.44,145243.02,0,2024,12,0,691.63,6022165.87
2024-12-31,APAC,Pen Tablet,Wacom Intuos S,Training,174,52851.27,2386.74,55238.01,0,2024,12,1,317.46,6022165.87
2025-01-01,Japan,Mobile Studio,MobileStudio Pro 13,Cloud Services,235,216437.68,20303.01,236740.69,0,2025,1,2,1007.41,5297608.66
2025-01-02,Europe,Accessories,Wacom Stand,Support Plan,172,207802.08,22249.16,230051.24,0,2025,1,3,1337.51,5297608.66
2025-01-03,APAC,Mobile Studio,MobileStudio Pro 16,Cloud Services,204,80954.8,4274.89,85229.69,0,2025,1,4,417.79,5297608.66
2025-01-04,Latin America,Accessories,Pro Pen 2,Cloud Services,158,264139.98,21593.5,285733.48,0,2025,1,5,1808.44,5297608.66
2025-01-05,Latin America,Pen Tablet,Wacom Intuos M,Extended Warranty,230,235333.13,14220.02,249553.15,0,2025,1,6,1085.01,5297608.66
2025-01-06,Latin America,Pen Tablet,One by Wacom,Cloud Services,213,145456.74,13074.01,158530.75,0,2025,1,0,744.28,5297608.66
2025-01-07,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,147,41863.46,6302.59,48166.05,0,2025,1,1,327.66,5297608.66
2025-01-08,APAC,Display Tablet,Cintiq 16,Support Plan,167,77769.07,5950.38,83719.45,0,2025,1,2,501.31,5297608.66
2025-01-09,North America,Pen Tablet,One by Wacom,Support Plan,120,186161.51,30856.83,217018.34,0,2025,1,3,1808.49,5297608.66
2025-01-10,APAC,Display Tablet,Cintiq 16,Training,206,106750.61,9071.96,115822.57,0,2025,1,4,562.25,5297608.66
2025-01-11,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,184,318350.94,38388.31,356739.25,0,2025,1,5,1938.8,5297608.66
2025-01-12,Japan,Accessories,ExpressKey Remote,Support Plan,166,223783.77,11932.62,235716.39,0,2025,1,6,1419.98,5297608.66
2025-01-13,APAC,Pen Tablet,Wacom Intuos S,Extended Warranty,226,98191.76,15992.38,114184.14,0,2025,1,0,505.24,5297608.66
2025-01-14,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,223,93709.88,7457.91,101167.79,0,2025,1,1,453.67,5297608.66
2025-01-15,North America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,198,353897.5,22158.61,376056.11,0,2025,1,2,1899.27,5297608.66
2025-01-16,Latin America,Display Tablet,Cintiq 16,Cloud Services,141,168406.09,23605.32,192011.41,0,2025,1,3,1361.78,5297608.66
2025-01-17,Latin America,Mobile Studio,MobileStudio Pro 13,Support Plan,167,39073.42,3519.94,42593.36,0,2025,1,4,255.05,5297608.66
2025-01-18,Japan,Pen Tablet,One by Wacom,Cloud Services,182,270921.87,37916.11,308837.98,0,2025,1,5,1696.91,5297608.66
2025-01-19,APAC,Mobile Studio,MobileStudio Pro 13,Support Plan,196,232198.06,21297.07,253495.13,0,2025,1,6,1293.34,5297608.66
2025-01-20,Europe,Mobile Studio,MobileStudio Pro 13,Training,254,157573.11,15532.7,173105.81,0,2025,1,0,681.52,5297608.66
2025-01-21,APAC,Pen Tablet,Wacom Intuos S,Cloud Services,198,264845.18,40516.06,305361.24,0,2025,1,1,1542.23,5297608.66
2025-01-22,Europe,Accessories,Pro Pen 2,Extended Warranty,150,159687.18,7246.34,166933.52,0,2025,1,2,1112.89,5297608.66
2025-01-23,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,181,80726.28,5265.55,85991.83,0,2025,1,3,475.09,5297608.66
2025-01-24,Europe,Accessories,Wacom Stand,Extended Warranty,155,229404.66,20528.62,249933.28,0,2025,1,4,1612.47,5297608.66
2025-01-25,Europe,Accessories,ExpressKey Remote,Training,195,176639.78,13855.94,190495.72,0,2025,1,5,976.9,5297608.66
2025-01-26,Europe,Display Tablet,Cintiq 16,Cloud Services,181,299769.42,35078.35,334847.77,0,2025,1,6,1849.99,5297608.66
2025-01-27,Europe,Pen Tablet,Wacom Intuos M,Training,157,83937.41,3587.23,87524.64,0,2025,1,0,557.48,5297608.66
2025-01-28,North America,Display Tablet,Wacom One Display,Support Plan,107,192595.77,28256.16,220851.93,0,2025,1,1,2064.04,5297608.66
2025-01-29,North America,Pen Tablet,One by Wacom,Cloud Services,145,94461.78,10420.92,104882.7,0,2025,1,2,723.33,5297608.66
2025-01-30,Japan,Mobile Studio,MobileStudio Pro 16,Support Plan,179,239809.91,15911.76,255721.67,0,2025,1,3,1428.61,5297608.66
2025-01-31,Latin America,Display Tablet,Cintiq 16,Extended Warranty,77,133892.25,21256.54,155148.79,0,2025,1,4,2014.92,5297608.66
2025-02-01,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,235,239161.21,11554.07,250715.28,0,2025,2,5,1066.87,6090098.29
2025-02-02,Japan,Mobile Studio,MobileStudio Pro 16,Extended Warranty,182,287026.14,38502.02,325528.16,0,2025,2,6,1788.62,6090098.29
2025-02-03,APAC,Accessories,ExpressKey Remote,Support Plan,233,159626.67,16712.07,176338.74,0,2025,2,0,756.82,6090098.29
2025-02-04,Europe,Accessories,Pro Pen 2,Support Plan,130,184922.78,27364.93,212287.71,0,2025,2,1,1632.98,6090098.29
2025-02-05,Latin America,Mobile Studio,MobileStudio Pro 13,Support Plan,105,24135.55,2287.55,26423.1,0,2025,2,2,251.65,6090098.29
2025-02-06,Europe,Mobile Studio,MobileStudio Pro 13,Training,234,222980.46,34599.93,257580.39,0,2025,2,3,1100.77,6090098.29
2025-02-07,Europe,Pen Tablet,One by Wacom,Training,138,102079.88,13349.69,115429.57,0,2025,2,4,836.45,6090098.29
2025-02-08,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,157,156207.36,7443.16,163650.52,0,2025,2,5,1042.36,6090098.29
2025-02-09,APAC,Display Tablet,Wacom One Display,Support Plan,183,225932.23,18473.61,244405.84,0,2025,2,6,1335.55,6090098.29
2025-02-10,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,207,123065.48,10462.81,133528.29,0,2025,2,0,645.06,6090098.29
2025-02-11,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,150,87633.79,4981.43,92615.22,0,2025,2,1,617.43,6090098.29
2025-02-12,North America,Pen Tablet,Wacom Intuos S,Training,177,25313.14,3258.9,28572.04,0,2025,2,2,161.42,6090098.29
2025-02-13,Japan,Pen Tablet,Wacom Intuos M,Cloud Services,173,296499.08,15000.58,311499.66,0,2025,2,3,1800.58,6090098.29
2025-02-14,North America,Pen Tablet,Wacom Intuos S,Support Plan,130,212249.64,9323.57,221573.21,0,2025,2,4,1704.41,6090098.29
2025-02-15,Latin America,Mobile Studio,MobileStudio Pro 13,Training,180,64085.97,9657.17,73743.14,0,2025,2,5,409.68,6090098.29
2025-02-16,Latin America,Display Tablet,Cintiq 16,Training,187,335857.43,42492.03,378349.46,0,2025,2,6,2023.26,6090098.29
2025-02-17,North America,Display Tablet,Cintiq 16,Training,169,252224.03,38733.04,290957.07,0,2025,2,0,1721.64,6090098.29
2025-02-18,Latin America,Pen Tablet,Wacom Intuos S,Cloud Services,212,273559.41,26432.04,299991.45,0,2025,2,1,1415.05,6090098.29
2025-02-19,North America,Display Tablet,Cintiq 16,Cloud Services,127,122136.5,14698.01,136834.51,0,2025,2,2,1077.44,6090098.29
2025-02-20,North America,Display Tablet,Cintiq Pro 24,Cloud Services,188,36118.05,3076.16,39194.21,0,2025,2,3,208.48,6090098.29
2025-02-21,Japan,Accessories,Wacom Stand,Cloud Services,122,149917.01,14712.4,164629.41,0,2025,2,4,1349.42,6090098.29
2025-02-22,Latin America,Display Tablet,Cintiq 16,Cloud Services,151,189944.53,26909.29,216853.82,0,2025,2,5,1436.12,6090098.29
2025-02-23,Japan,Accessories,Wacom Stand,Training,92,24210.96,1436.4,25647.36,0,2025,2,6,278.78,6090098.29
2025-02-24,Europe,Accessories,ExpressKey Remote,Support Plan,145,236532.82,11081.73,247614.55,0,2025,2,0,1707.69,6090098.29
2025-02-25,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,223,358031.32,43241.74,401273.06,0,2025,2,1,1799.43,6090098.29
2025-02-26,APAC,Display Tablet,Wacom One Display,Support Plan,86,147290.42,17699.46,164989.88,0,2025,2,2,1918.49,6090098.29
2025-02-27,North America,Display Tablet,Cintiq 16,Support Plan,193,124042.93,17200.89,141243.82,0,2025,2,3,731.83,6090098.29
2025-02-28,North America,Mobile Studio,MobileStudio Pro 16,Training,194,143986.93,12152.26,156139.19,0,2025,2,4,804.84,6090098.29
2025-03-01,APAC,Accessories,Wacom Stand,Cloud Services,116,114672.66,5238.84,119911.5,0,2025,3,5,1033.72,4916834.99
2025-03-02,Europe,Display Tablet,Wacom One Display,Cloud Services,211,298652.71,17899.54,316552.25,0,2025,3,6,1500.25,4916834.99
2025-03-03,APAC,Display Tablet,Cintiq 16,Training,228,274740.04,46960.85,321700.89,0,2025,3,0,1410.97,4916834.99
2025-03-04,APAC,Display Tablet,Wacom One Display,Training,157,111896.3,14384.4,126280.7,0,2025,3,1,804.34,4916834.99
2025-03-05,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,164,276963.16,26649.38,303612.54,0,2025,3,2,1851.3,4916834.99
2025-03-06,North America,Display Tablet,Cintiq 16,Extended Warranty,173,300585.91,50380.67,350966.58,0,2025,3,3,2028.71,4916834.99
2025-03-07,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,136,116538.27,18541.56,135079.83,0,2025,3,4,993.23,4916834.99
2025-03-08,APAC,Accessories,Pro Pen 2,Cloud Services,108,133697.35,12349.15,146046.5,0,2025,3,5,1352.28,4916834.99
2025-03-09,North America,Display Tablet,Cintiq 16,Support Plan,155,121267.23,8667.06,129934.29,0,2025,3,6,838.29,4916834.99
2025-03-10,Europe,Display Tablet,Wacom One Display,Extended Warranty,150,226204.99,12575.62,238780.61,0,2025,3,0,1591.87,4916834.99
2025-03-11,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,186,191650.48,24899.55,216550.03,0,2025,3,1,1164.25,4916834.99
2025-03-12,APAC,Pen Tablet,Wacom Intuos S,Extended Warranty,197,172648.12,15922.34,188570.46,0,2025,3,2,957.21,4916834.99
2025-03-13,North America,Display Tablet,Cintiq 16,Training,199,161728.58,11807.47,173536.05,0,2025,3,3,872.04,4916834.99
2025-03-14,APAC,Pen Tablet,One by Wacom,Support Plan,203,306350.37,45240.49,351590.86,0,2025,3,4,1731.97,4916834.99
2025-03-15,Japan,Display Tablet,Cintiq 16,Support Plan,242,42994.54,4122.8,47117.34,0,2025,3,5,194.7,4916834.99
2025-03-16,Latin America,Accessories,Wacom Stand,Training,127,68254.01,8463.78,76717.79,0,2025,3,6,604.08,4916834.99
2025-03-17,APAC,Display Tablet,Wacom One Display,Extended Warranty,156,102203.39,7535.41,109738.8,0,2025,3,0,703.45,4916834.99
2025-03-18,Japan,Pen Tablet,Wacom Intuos M,Training,210,175856.3,9296.01,185152.31,0,2025,3,1,881.68,4916834.99
2025-03-19,Japan,Pen Tablet,Wacom Intuos S,Extended Warranty,206,305690.76,51209.07,356899.83,0,2025,3,2,1732.52,4916834.99
2025-03-20,APAC,Pen Tablet,Wacom Intuos M,Extended Warranty,160,190198.33,15272.21,205470.54,0,2025,3,3,1284.19,4916834.99
2025-03-21,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,165,269419.81,42789.95,312209.76,0,2025,3,4,1892.18,4916834.99
2025-03-22,North America,Accessories,ExpressKey Remote,Cloud Services,230,29471.48,2614.16,32085.64,0,2025,3,5,139.5,4916834.99
2025-03-23,Latin America,Display Tablet,Cintiq 16,Training,198,102584.12,8142.09,110726.21,0,2025,3,6,559.22,4916834.99
2025-03-24,Europe,Display Tablet,Cintiq 16,Support Plan,233,169914.67,30055.31,199969.98,0,2025,3,0,858.24,4916834.99
2025-03-25,Japan,Accessories,Wacom Stand,Support Plan,108,25018.11,4337.32,29355.43,0,2025,3,1,271.81,4916834.99
2025-03-26,Latin America,Display Tablet,Cintiq Pro 24,Training,132,208911.17,14251.47,223162.64,0,2025,3,2,1690.63,4916834.99
2025-03-27,North America,Mobile Studio,MobileStudio Pro 16,Cloud Services,163,154597.9,11010.23,165608.13,0,2025,3,3,1016.0,4916834.99
2025-03-28,Latin America,Display Tablet,Cintiq 16,Cloud Services,164,251932.94,29144.6,281077.54,0,2025,3,4,1713.89,4916834.99
2025-03-29,Europe,Accessories,Pro Pen 2,Extended Warranty,179,68768.23,6721.42,75489.65,0,2025,3,5,421.73,4916834.99
2025-03-30,North America,Accessories,ExpressKey Remote,Extended Warranty,253,401439.0,37388.89,438827.89,0,2025,3,6,1734.5,4916834.99
2025-03-31,Latin America,Pen Tablet,One by Wacom,Support Plan,159,109576.93,11798.79,121375.72,0,2025,3,0,763.37,4916834.99
2025-04-01,APAC,Pen Tablet,One by Wacom,Extended Warranty,169,112184.13,19330.57,131514.7,0,2025,4,1,778.19,6376490.78
2025-04-02,APAC,Accessories,Pro Pen 2,Support Plan,193,248279.02,18644.67,266923.69,0,2025,4,2,1383.02,6376490.78
2025-04-03,Japan,Accessories,ExpressKey Remote,Training,172,208815.5,36791.86,245607.36,0,2025,4,3,1427.95,6376490.78
2025-04-04,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,160,100191.11,7557.31,107748.42,0,2025,4,4,673.43,6376490.78
2025-04-05,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,163,54137.24,8261.84,62399.08,0,2025,4,5,382.82,6376490.78
2025-04-06,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,147,34545.5,4734.28,39279.78,0,2025,4,6,267.21,6376490.78
2025-04-07,Japan,Display Tablet,Cintiq 16,Training,174,229030.73,32932.46,261963.19,0,2025,4,0,1505.54,6376490.78
2025-04-08,Latin America,Display Tablet,Wacom One Display,Cloud Services,177,35429.53,4392.61,39822.14,0,2025,4,1,224.98,6376490.78
2025-04-09,North America,Mobile Studio,MobileStudio Pro 13,Training,181,103629.48,7264.37,110893.85,0,2025,4,2,612.67,6376490.78
2025-04-10,Europe,Pen Tablet,Wacom Intuos M,Extended Warranty,145,156561.15,16858.91,173420.06,0,2025,4,3,1196.0,6376490.78
2025-04-11,APAC,Pen Tablet,One by Wacom,Cloud Services,217,107769.33,17008.41,124777.74,0,2025,4,4,575.01,6376490.78
2025-04-12,APAC,Pen Tablet,Wacom Intuos M,Extended Warranty,155,46326.88,5095.68,51422.56,0,2025,4,5,331.76,6376490.78
2025-04-13,APAC,Pen Tablet,Wacom Intuos M,Training,171,67877.49,8310.06,76187.55,0,2025,4,6,445.54,6376490.78
2025-04-14,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,201,106420.13,5500.88,111921.01,0,2025,4,0,556.82,6376490.78
2025-04-15,Latin America,Display Tablet,Cintiq 16,Support Plan,189,267780.41,47095.17,314875.58,0,2025,4,1,1666.01,6376490.78
2025-04-16,North America,Mobile Studio,MobileStudio Pro 16,Training,161,104100.83,14489.5,118590.33,0,2025,4,2,736.59,6376490.78
2025-04-17,APAC,Pen Tablet,One by Wacom,Training,155,70877.55,9841.94,80719.49,0,2025,4,3,520.77,6376490.78
2025-04-18,North America,Display Tablet,Cintiq 16,Extended Warranty,171,44015.2,2683.01,46698.21,0,2025,4,4,273.09,6376490.78
2025-04-19,APAC,Accessories,ExpressKey Remote,Extended Warranty,250,51838.36,9029.18,60867.54,0,2025,4,5,243.47,6376490.78
2025-04-20,Europe,Accessories,Pro Pen 2,Training,221,376956.32,50050.89,427007.21,0,2025,4,6,1932.16,6376490.78
2025-04-21,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,232,349315.83,38866.08,388181.91,0,2025,4,0,1673.2,6376490.78
2025-04-22,Latin America,Pen Tablet,Wacom Intuos S,Cloud Services,186,146344.57,23747.67,170092.24,0,2025,4,1,914.47,6376490.78
2025-04-23,APAC,Accessories,Wacom Stand,Cloud Services,171,28667.48,4878.27,33545.75,0,2025,4,2,196.17,6376490.78
2025-04-24,Japan,Display Tablet,Cintiq 16,Extended Warranty,174,257434.58,31054.0,288488.58,0,2025,4,3,1657.98,6376490.78
2025-04-25,North America,Pen Tablet,Wacom Intuos M,Support Plan,223,186750.93,7594.27,194345.2,0,2025,4,4,871.5,6376490.78
2025-04-26,APAC,Pen Tablet,Wacom Intuos M,Training,202,40482.04,2586.41,43068.45,0,2025,4,5,213.21,6376490.78
2025-04-27,North America,Display Tablet,Cintiq 16,Training,214,101353.82,7102.34,108456.16,0,2025,4,6,506.8,6376490.78
2025-04-28,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,187,207069.42,15556.5,222625.92,0,2025,4,0,1190.51,6376490.78
2025-04-29,North America,Mobile Studio,MobileStudio Pro 16,Training,201,328723.65,43306.23,372029.88,0,2025,4,1,1850.89,6376490.78
2025-04-30,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,141,214434.04,28927.37,243361.41,0,2025,4,2,1725.97,6376490.78
2025-05-01,Japan,Display Tablet,Cintiq 16,Training,202,343126.81,20542.21,363669.02,0,2025,5,3,1800.34,5893304.23
2025-05-02,Europe,Display Tablet,Wacom One Display,Extended Warranty,158,56330.5,8673.68,65004.18,0,2025,5,4,411.42,5893304.23
2025-05-03,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,282,43334.26,5597.86,48932.12,0,2025,5,5,173.52,5893304.23
2025-05-04,Japan,Pen Tablet,One by Wacom,Extended Warranty,172,244494.27,40569.97,285064.24,0,2025,5,6,1657.35,5893304.23
2025-05-05,Japan,Accessories,Wacom Stand,Cloud Services,171,144274.58,13817.0,158091.58,0,2025,5,0,924.51,5893304.23
2025-05-06,Japan,Pen Tablet,Wacom Intuos M,Cloud Services,118,165377.67,11291.73,176669.4,0,2025,5,1,1497.2,5893304.23
2025-05-07,APAC,Accessories,Wacom Stand,Cloud Services,156,242505.44,28752.58,271258.02,0,2025,5,2,1738.83,5893304.23
2025-05-08,Europe,Accessories,Wacom Stand,Support Plan,145,25442.61,2225.59,27668.2,0,2025,5,3,190.82,5893304.23
2025-05-09,Japan,Display Tablet,Wacom One Display,Training,125,214695.56,25399.56,240095.12,0,2025,5,4,1920.76,5893304.23
2025-05-10,Latin America,Pen Tablet,Wacom Intuos M,Training,195,275754.69,38145.94,313900.63,0,2025,5,5,1609.75,5893304.23
2025-05-11,Europe,Display Tablet,Cintiq 16,Cloud Services,154,168043.83,29446.3,197490.13,0,2025,5,6,1282.4,5893304.23
2025-05-12,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,235,19712.92,1453.47,21166.39,0,2025,5,0,90.07,5893304.23
2025-05-13,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,137,158372.37,10664.83,169037.2,0,2025,5,1,1233.85,5893304.23
2025-05-14,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,162,81223.34,8787.97,90011.31,0,2025,5,2,555.63,5893304.23
2025-05-15,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,227,249197.96,30591.69,279789.65,0,2025,5,3,1232.55,5893304.23
2025-05-16,North America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,170,13919.32,2244.54,16163.86,0,2025,5,4,95.08,5893304.23
2025-05-17,North America,Accessories,ExpressKey Remote,Training,216,328283.3,20959.97,349243.27,0,2025,5,5,1616.87,5893304.23
2025-05-18,Japan,Pen Tablet,Wacom Intuos S,Cloud Services,203,341361.15,23657.69,365018.84,0,2025,5,6,1798.12,5893304.23
2025-05-19,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,164,208371.23,19806.05,228177.28,0,2025,5,0,1391.32,5893304.23
2025-05-20,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,221,373445.22,45713.94,419159.16,0,2025,5,1,1896.65,5893304.23
2025-05-21,Europe,Pen Tablet,Wacom Intuos S,Training,130,207604.58,27089.13,234693.71,0,2025,5,2,1805.34,5893304.23
2025-05-22,North America,Pen Tablet,One by Wacom,Extended Warranty,177,300139.77,18585.69,318725.46,0,2025,5,3,1800.71,5893304.23
2025-05-23,Japan,Pen Tablet,One by Wacom,Training,179,316174.45,31428.57,347603.02,0,2025,5,4,1941.92,5893304.23
2025-05-24,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,210,372471.45,40381.94,412853.39,0,2025,5,5,1965.97,5893304.23
2025-05-25,Latin America,Accessories,Pro Pen 2,Support Plan,133,236899.08,16457.15,253356.23,0,2025,5,6,1904.93,5893304.23
2025-05-26,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,204,60503.06,9354.54,69857.6,0,2025,5,0,342.44,5893304.23
2025-05-27,Europe,Accessories,Wacom Stand,Support Plan,246,62856.43,5498.66,68355.09,0,2025,5,1,277.87,5893304.23
2025-05-28,North America,Mobile Studio,MobileStudio Pro 13,Training,261,40903.3,6554.98,47458.28,0,2025,5,2,181.83,5893304.23
2025-05-29,Latin America,Display Tablet,Wacom One Display,Extended Warranty,150,252341.1,17125.63,269466.73,0,2025,5,3,1796.44,5893304.23
2025-05-30,Japan,Mobile Studio,MobileStudio Pro 13,Extended Warranty,78,100042.23,4367.62,104409.85,0,2025,5,4,1338.59,5893304.23
2025-05-31,Latin America,Accessories,Pro Pen 2,Cloud Services,136,151745.44,12356.38,164101.82,0,2025,5,5,1206.63,5893304.23
2025-06-01,Latin America,Mobile Studio,MobileStudio Pro 13,Cloud Services,270,80516.63,13790.81,94307.44,0,2025,6,6,349.29,5744252.71
2025-06-02,APAC,Pen Tablet,Wacom Intuos S,Training,165,219069.8,20302.99,239372.79,0,2025,6,0,1450.74,5744252.71
2025-06-03,Latin America,Accessories,ExpressKey Remote,Extended Warranty,249,424319.74,38131.15,462450.89,0,2025,6,1,1857.23,5744252.71
2025-06-04,APAC,Display Tablet,Cintiq 16,Extended Warranty,223,186652.36,24444.72,211097.08,0,2025,6,2,946.62,5744252.71
2025-06-05,North America,Accessories,Wacom Stand,Cloud Services,210,110137.12,10872.35,121009.47,0,2025,6,3,576.24,5744252.71
